city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,2,123,No
city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,50-99,Pvt Ltd,never,64,No
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,2,320,No
city_16,0.91,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,NGO,>4,37,No
city_136,0.897,Male,No relevent experience,no_enrollment,Masters,STEM,11,10/49,Pvt Ltd,4,106,No
city_33,0.4479999999999999,nan,Has relevent experience,no_enrollment,Graduate,STEM,8,10/49,Pvt Ltd,2,14,No
city_65,0.802,Male,Has relevent experience,no_enrollment,Masters,STEM,14,10000+,Pvt Ltd,4,63,No
city_103,0.92,Male,Has relevent experience,no_enrollment,nan,nan,>20,nan,nan,>4,150,Yes
city_103,0.92,nan,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,nan,nan,101,No
city_160,0.92,nan,No relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,>4,57,No
city_136,0.897,nan,Has relevent experience,no_enrollment,Graduate,Arts,10,50-99,Pvt Ltd,1,47,No
city_100,0.887,nan,No relevent experience,no_enrollment,Graduate,Other,15,nan,nan,>4,12,No
city_64,0.6659999999999999,nan,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,1,42,No
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,10000+,Pvt Ltd,2,12,No
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,6,50-99,Pvt Ltd,1,56,No
city_76,0.698,Male,No relevent experience,Full time course,Masters,STEM,7,nan,nan,2,6,No
city_123,0.738,Male,Has relevent experience,Full time course,Graduate,STEM,3,50-99,Pvt Ltd,never,40,No
city_67,0.855,Female,Has relevent experience,no_enrollment,High School,nan,2,100-500,NGO,1,24,No
city_75,0.939,Male,No relevent experience,no_enrollment,Primary School,nan,2,nan,nan,never,103,No
city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,Other,12,50-99,Funded Startup,1,256,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,500-999,Funded Startup,1,30,No
city_160,0.92,Male,Has relevent experience,Part time course,Graduate,Humanities,>20,nan,nan,2,21,Yes
city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,6,nan,nan,4,15,No
city_136,0.897,Male,Has relevent experience,no_enrollment,High School,nan,>20,nan,nan,4,76,No
city_90,0.698,Male,No relevent experience,no_enrollment,nan,nan,6,nan,nan,2,136,No
city_103,0.92,Female,No relevent experience,no_enrollment,High School,nan,<1,nan,nan,never,182,No
city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,1000-4999,Pvt Ltd,>4,15,No
city_59,0.775,nan,No relevent experience,Part time course,Graduate,STEM,5,nan,nan,1,46,Yes
city_114,0.926,nan,Has relevent experience,no_enrollment,Masters,STEM,7,100-500,Pvt Ltd,1,18,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,<10,Pvt Ltd,>4,266,No
city_74,0.579,nan,No relevent experience,Full time course,Graduate,STEM,1,nan,nan,1,16,Yes
city_20,0.7959999999999999,nan,No relevent experience,Part time course,Graduate,STEM,5,nan,nan,never,9,Yes
city_100,0.887,Male,No relevent experience,no_enrollment,High School,nan,2,nan,nan,never,10,No
city_159,0.843,Male,No relevent experience,no_enrollment,High School,nan,>20,nan,nan,>4,248,No
city_27,0.848,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,1,80,No
city_28,0.939,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,500-999,Pvt Ltd,>4,9,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,4,8,No
city_149,0.6890000000000001,nan,No relevent experience,no_enrollment,nan,nan,2,nan,nan,never,21,No
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1,204,No
city_21,0.624,Male,No relevent experience,Full time course,High School,nan,3,nan,nan,never,129,Yes
city_91,0.691,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,>4,45,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,2,1000-4999,Pvt Ltd,2,46,No
city_103,0.92,Male,Has relevent experience,Full time course,Masters,STEM,15,50-99,Pvt Ltd,2,166,No
city_114,0.926,Male,Has relevent experience,no_enrollment,High School,nan,5,1000-4999,Pvt Ltd,never,56,No
city_103,0.92,Male,Has relevent experience,no_enrollment,High School,nan,10,50-99,Pvt Ltd,4,36,No
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,15,50-99,Early Stage Startup,3,57,No
city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Funded Startup,1,100,No
city_100,0.887,nan,Has relevent experience,no_enrollment,Graduate,STEM,14,<10,Pvt Ltd,>4,36,No
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,Business Degree,15,nan,nan,>4,76,No
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,15,nan,nan,>4,103,Yes
city_149,0.6890000000000001,Male,Has relevent experience,no_enrollment,nan,nan,3,50-99,Pvt Ltd,1,50,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,100-500,Pvt Ltd,1,46,No
city_103,0.92,Female,No relevent experience,Full time course,Graduate,STEM,4,nan,nan,never,38,Yes
city_114,0.926,nan,No relevent experience,Full time course,Graduate,Other,1,10/49,Early Stage Startup,1,14,No
city_103,0.92,Female,Has relevent experience,Part time course,Graduate,STEM,8,10000+,Pvt Ltd,1,43,No
city_114,0.926,nan,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,>4,108,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,3,100-500,NGO,1,74,No
city_160,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,1,17,No
city_28,0.939,nan,No relevent experience,no_enrollment,Masters,Business Degree,>20,10000+,Pvt Ltd,>4,42,Yes
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,nan,Pvt Ltd,1,52,Yes
city_173,0.878,Male,Has relevent experience,no_enrollment,Masters,STEM,11,100-500,Pvt Ltd,3,112,No
city_21,0.624,Male,Has relevent experience,Part time course,Graduate,STEM,11,<10,Early Stage Startup,2,22,Yes
city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,13,10/49,Early Stage Startup,1,12,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,5000-9999,Pvt Ltd,>4,33,No
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,nan,nan,1,17,No
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,500-999,Funded Startup,1,25,Yes
city_114,0.926,Male,Has relevent experience,no_enrollment,nan,nan,>20,nan,Pvt Ltd,3,58,No
city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,No Major,9,nan,nan,2,56,Yes
city_83,0.923,Male,Has relevent experience,Full time course,High School,nan,4,nan,nan,2,42,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,100-500,Funded Startup,1,70,No
city_173,0.878,Male,No relevent experience,Full time course,Graduate,Humanities,2,1000-4999,Pvt Ltd,1,17,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,18,10000+,Pvt Ltd,>4,20,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,>20,500-999,Pvt Ltd,>4,25,No
city_136,0.897,nan,Has relevent experience,Part time course,Graduate,STEM,4,nan,nan,1,106,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,nan,nan,>4,9,No
city_21,0.624,nan,No relevent experience,Full time course,Graduate,STEM,<1,nan,nan,never,50,Yes
city_21,0.624,nan,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,nan,88,Yes
city_21,0.624,Male,No relevent experience,Part time course,Graduate,Other,<1,10/49,Pvt Ltd,1,10,Yes
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,nan,nan,1,43,No
city_21,0.624,Female,No relevent experience,no_enrollment,Graduate,STEM,2,10000+,Pvt Ltd,1,6,Yes
city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,10,nan,nan,never,56,Yes
city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1,13,No
city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,1,54,Yes
city_10,0.895,Other,No relevent experience,Full time course,Graduate,STEM,5,nan,nan,1,20,Yes
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Other,>20,1000-4999,Pvt Ltd,2,35,No
city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,9,50-99,Pvt Ltd,4,162,No
city_28,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,8,1000-4999,NGO,3,60,No
city_13,0.8270000000000001,nan,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,1,47,No
city_103,0.92,Male,Has relevent experience,Full time course,High School,nan,2,10000+,Public Sector,never,34,No
city_141,0.763,Male,Has relevent experience,no_enrollment,Masters,STEM,11,<10,Pvt Ltd,>4,55,No
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,3,166,Yes
city_21,0.624,nan,No relevent experience,no_enrollment,Graduate,STEM,<1,1000-4999,Pvt Ltd,never,157,No
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,10000+,Pvt Ltd,>4,31,No
city_11,0.55,Male,Has relevent experience,Part time course,Graduate,STEM,3,nan,nan,1,13,No
city_99,0.915,Male,Has relevent experience,no_enrollment,High School,nan,10,10/49,Pvt Ltd,2,140,No
city_103,0.92,nan,Has relevent experience,no_enrollment,Masters,Business Degree,>20,100-500,Public Sector,>4,40,Yes
city_28,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10/49,Pvt Ltd,>4,33,No
city_16,0.91,Male,No relevent experience,no_enrollment,Phd,STEM,>20,500-999,Public Sector,>4,27,No
city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,1,44,No
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,14,500-999,Pvt Ltd,>4,70,No
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,No Major,9,<10,Funded Startup,1,32,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,3,500-999,Pvt Ltd,1,67,No
city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,1,16,No
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,16,1000-4999,Pvt Ltd,>4,142,No
city_114,0.926,Male,No relevent experience,no_enrollment,High School,nan,3,nan,nan,never,25,No
city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,nan,nan,never,42,No
city_83,0.923,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,14,No
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,2,50-99,nan,1,107,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,5000-9999,Pvt Ltd,3,62,No
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,nan,nan,2,20,Yes
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Other,>20,50-99,Pvt Ltd,>4,135,No
city_103,0.92,nan,Has relevent experience,no_enrollment,Masters,STEM,9,10000+,Pvt Ltd,1,23,No
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,5,nan,Pvt Ltd,2,12,Yes
city_16,0.91,Male,Has relevent experience,no_enrollment,Primary School,nan,14,100-500,Funded Startup,1,36,No
city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,>4,48,No
city_103,0.92,nan,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Funded Startup,1,3,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,10/49,Funded Startup,1,24,No
city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,No Major,17,nan,nan,1,112,No
city_104,0.924,Male,Has relevent experience,Full time course,Graduate,STEM,5,50-99,Pvt Ltd,1,9,No
city_103,0.92,Male,No relevent experience,Full time course,High School,nan,7,nan,nan,never,69,No
city_21,0.624,Male,No relevent experience,Full time course,High School,nan,2,nan,Pvt Ltd,never,26,Yes
city_103,0.92,nan,Has relevent experience,no_enrollment,Graduate,STEM,18,50-99,Pvt Ltd,1,10,Yes
city_160,0.92,nan,Has relevent experience,no_enrollment,Masters,Humanities,>20,<10,Other,nan,42,No
city_76,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,<10,Pvt Ltd,4,31,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Funded Startup,1,51,No
city_103,0.92,Male,Has relevent experience,Part time course,High School,nan,12,500-999,Pvt Ltd,>4,13,No
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,nan,nan,1,57,No
city_103,0.92,Male,Has relevent experience,Full time course,Masters,STEM,>20,nan,nan,1,139,No
city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,100-500,Pvt Ltd,1,43,No
city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,2,1000-4999,Pvt Ltd,1,17,No
city_8,0.698,Male,No relevent experience,nan,nan,nan,6,nan,nan,1,33,No
city_102,0.804,Male,Has relevent experience,Full time course,Graduate,STEM,2,100-500,Pvt Ltd,1,40,No
city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,74,Yes
city_103,0.92,nan,Has relevent experience,no_enrollment,Masters,STEM,19,10000+,Pvt Ltd,3,46,No
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,Other,4,100-500,Funded Startup,2,127,No
city_19,0.682,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,nan,nan,1,37,Yes
city_21,0.624,nan,Has relevent experience,Full time course,Graduate,STEM,1,1000-4999,Pvt Ltd,nan,131,No
city_142,0.727,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,100-500,Pvt Ltd,>4,182,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,9,50-99,Pvt Ltd,1,41,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,18,100-500,Pvt Ltd,4,22,No
city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,<1,nan,Pvt Ltd,never,114,No
city_90,0.698,Male,Has relevent experience,Part time course,Graduate,STEM,6,<10,Pvt Ltd,1,47,No
city_123,0.738,nan,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Funded Startup,1,9,No
city_27,0.848,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,100-500,Funded Startup,>4,110,No
city_16,0.91,nan,Has relevent experience,no_enrollment,Phd,STEM,7,1000-4999,Public Sector,1,81,No
city_74,0.579,Male,Has relevent experience,no_enrollment,Masters,STEM,8,100-500,Pvt Ltd,3,50,Yes
city_73,0.754,nan,No relevent experience,no_enrollment,Graduate,STEM,9,10000+,Public Sector,>4,15,No
city_21,0.624,Female,No relevent experience,Full time course,High School,nan,3,nan,nan,never,26,Yes
city_21,0.624,nan,Has relevent experience,Full time course,Masters,STEM,6,nan,nan,4,76,Yes
city_21,0.624,nan,Has relevent experience,Full time course,Graduate,STEM,4,<10,Pvt Ltd,1,18,Yes
city_7,0.647,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,6,50-99,Pvt Ltd,1,113,No
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,nan,nan,>4,123,No
city_103,0.92,Male,Has relevent experience,no_enrollment,High School,nan,5,nan,nan,4,163,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,2,54,No
city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,1000-4999,nan,1,15,No
city_102,0.804,Male,No relevent experience,Full time course,Graduate,STEM,5,nan,nan,never,102,No
city_64,0.6659999999999999,Male,Has relevent experience,no_enrollment,nan,nan,16,nan,nan,4,118,Yes
city_21,0.624,Female,No relevent experience,Full time course,Graduate,STEM,2,nan,nan,nan,9,No
city_21,0.624,nan,No relevent experience,Full time course,High School,nan,3,nan,nan,1,35,Yes
city_160,0.92,nan,Has relevent experience,no_enrollment,Masters,STEM,16,100-500,nan,>4,24,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,nan,nan,3,62,No
city_114,0.926,Female,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,1,37,No
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Arts,4,100-500,Pvt Ltd,1,22,No
city_21,0.624,Female,Has relevent experience,Full time course,Graduate,STEM,<1,10/49,Pvt Ltd,1,68,Yes
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,69,No
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,4,<10,Early Stage Startup,1,18,No
city_40,0.7759999999999999,nan,No relevent experience,Full time course,Graduate,STEM,2,100-500,Pvt Ltd,never,324,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,nan,2,119,Yes
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,100-500,NGO,4,157,No
city_103,0.92,Male,Has relevent experience,Full time course,Graduate,Other,3,50-99,Pvt Ltd,3,11,No
city_16,0.91,Other,Has relevent experience,no_enrollment,Graduate,STEM,11,10000+,Pvt Ltd,1,17,No
city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,1,11,No
city_20,0.7959999999999999,nan,Has relevent experience,Part time course,Graduate,STEM,6,50-99,Funded Startup,1,18,No
city_160,0.92,Male,No relevent experience,no_enrollment,Graduate,Humanities,8,100-500,Pvt Ltd,1,41,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,nan,nan,>4,220,Yes
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,17,50-99,Funded Startup,2,14,No
city_16,0.91,Male,Has relevent experience,no_enrollment,Phd,Humanities,>20,nan,nan,>4,160,No
city_67,0.855,Female,No relevent experience,no_enrollment,Masters,Humanities,3,50-99,Pvt Ltd,2,9,No
city_103,0.92,Male,No relevent experience,no_enrollment,High School,nan,9,nan,Pvt Ltd,never,68,No
city_21,0.624,nan,Has relevent experience,Full time course,Graduate,STEM,3,50-99,Pvt Ltd,never,10,No
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,1000-4999,Pvt Ltd,2,96,No
city_61,0.913,Other,Has relevent experience,Part time course,Graduate,STEM,7,10000+,Pvt Ltd,1,145,Yes
city_114,0.926,Male,No relevent experience,no_enrollment,High School,nan,1,nan,nan,never,85,No
city_102,0.804,nan,No relevent experience,Full time course,High School,nan,8,50-99,Pvt Ltd,4,23,No
city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,Humanities,2,500-999,nan,1,10,No
city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10/49,Pvt Ltd,4,72,No
city_103,0.92,nan,Has relevent experience,no_enrollment,Graduate,Other,2,100-500,Pvt Ltd,1,162,No
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,5000-9999,Pvt Ltd,1,52,No
city_55,0.7390000000000001,nan,No relevent experience,no_enrollment,Masters,STEM,<1,nan,nan,1,43,No
city_104,0.924,Male,No relevent experience,no_enrollment,Graduate,Arts,14,nan,nan,4,56,No
city_123,0.738,nan,Has relevent experience,Full time course,Graduate,STEM,5,100-500,Pvt Ltd,never,40,No
city_128,0.527,nan,No relevent experience,no_enrollment,High School,nan,<1,nan,nan,never,55,No
city_114,0.926,Male,Has relevent experience,no_enrollment,nan,nan,14,500-999,Pvt Ltd,1,28,No
city_53,0.74,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,1,170,No
city_103,0.92,nan,Has relevent experience,no_enrollment,Masters,STEM,11,50-99,Public Sector,1,314,No
city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,Other,>20,nan,nan,4,46,No
city_57,0.866,nan,No relevent experience,no_enrollment,Masters,STEM,5,500-999,Public Sector,1,103,Yes
city_160,0.92,Male,No relevent experience,no_enrollment,Primary School,nan,3,nan,nan,never,138,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,>20,nan,nan,>4,32,Yes
city_136,0.897,nan,Has relevent experience,no_enrollment,Masters,STEM,6,100-500,Pvt Ltd,1,64,No
city_114,0.926,nan,Has relevent experience,Full time course,Masters,STEM,9,50-99,Pvt Ltd,1,88,No
city_67,0.855,Male,Has relevent experience,Full time course,Masters,Other,16,nan,nan,>4,45,Yes
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,>4,86,No
city_78,0.579,nan,No relevent experience,Full time course,Graduate,STEM,<1,nan,nan,never,6,Yes
city_160,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,2,nan,nan,1,40,No
city_145,0.555,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,nan,nan,1,24,Yes
city_71,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,16,50-99,nan,2,31,No
city_21,0.624,nan,Has relevent experience,no_enrollment,Graduate,STEM,4,1000-4999,Pvt Ltd,1,47,Yes
city_21,0.624,nan,No relevent experience,Full time course,Masters,STEM,1,nan,nan,never,16,No
city_21,0.624,nan,No relevent experience,no_enrollment,Primary School,nan,3,nan,nan,never,56,Yes
city_114,0.926,Female,No relevent experience,Full time course,High School,nan,3,nan,nan,1,37,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,7,500-999,Pvt Ltd,1,50,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,2,89,No
city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,5,50-99,Pvt Ltd,2,23,No
city_45,0.89,Male,Has relevent experience,no_enrollment,Masters,STEM,12,50-99,Pvt Ltd,1,116,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,1,17,No
city_103,0.92,nan,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,1,24,No
city_131,0.68,nan,No relevent experience,no_enrollment,Masters,STEM,3,nan,Pvt Ltd,never,51,Yes
city_159,0.843,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,50-99,Pvt Ltd,1,90,No
city_114,0.926,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,2,96,No
city_159,0.843,nan,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Pvt Ltd,2,220,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Funded Startup,>4,145,No
city_21,0.624,nan,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,nan,24,Yes
city_75,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Pvt Ltd,>4,13,No
city_128,0.527,Female,Has relevent experience,no_enrollment,Graduate,STEM,2,50-99,Pvt Ltd,2,81,Yes
city_67,0.855,Female,Has relevent experience,Full time course,Graduate,STEM,5,50-99,nan,1,90,No
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,1,91,No
city_57,0.866,Male,No relevent experience,no_enrollment,Phd,STEM,9,100-500,Pvt Ltd,>4,53,No
city_11,0.55,nan,Has relevent experience,no_enrollment,Graduate,STEM,6,<10,Pvt Ltd,2,138,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,>4,44,No
city_160,0.92,Male,Has relevent experience,no_enrollment,High School,nan,>20,100-500,Pvt Ltd,2,18,No
city_21,0.624,nan,Has relevent experience,Full time course,Graduate,STEM,4,50-99,Pvt Ltd,2,46,Yes
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,nan,Public Sector,1,140,Yes
city_21,0.624,nan,No relevent experience,Full time course,nan,nan,<1,nan,nan,1,37,Yes
city_118,0.722,Male,No relevent experience,Part time course,High School,nan,1,nan,nan,never,56,Yes
city_16,0.91,nan,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,1,54,No
city_103,0.92,nan,Has relevent experience,Part time course,Graduate,STEM,1,50-99,Funded Startup,1,117,No
city_160,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,10/49,Pvt Ltd,4,39,No
city_44,0.725,nan,No relevent experience,Full time course,Graduate,Other,7,nan,nan,never,112,Yes
city_16,0.91,nan,No relevent experience,no_enrollment,High School,nan,4,nan,nan,1,52,No
city_53,0.74,Male,Has relevent experience,Part time course,Graduate,STEM,14,nan,Pvt Ltd,>4,12,No
city_41,0.8270000000000001,Male,Has relevent experience,Full time course,Graduate,STEM,>20,100-500,Pvt Ltd,>4,72,No
city_103,0.92,Other,No relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Funded Startup,3,70,No
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,1000-4999,Pvt Ltd,1,28,Yes
city_103,0.92,nan,Has relevent experience,no_enrollment,Masters,STEM,14,100-500,Funded Startup,1,40,No
city_71,0.884,Male,No relevent experience,no_enrollment,Masters,STEM,1,nan,nan,1,206,No
city_77,0.83,Male,Has relevent experience,no_enrollment,Graduate,No Major,6,100-500,nan,1,304,No
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Arts,15,10/49,Funded Startup,1,114,No
city_28,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,22,No
city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,2,10/49,Pvt Ltd,1,140,No
city_11,0.55,nan,Has relevent experience,no_enrollment,Masters,STEM,15,10/49,Pvt Ltd,>4,39,No
city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,17,5000-9999,Pvt Ltd,>4,41,No
city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,3,83,No
city_104,0.924,Male,Has relevent experience,no_enrollment,Masters,Other,9,100-500,Pvt Ltd,4,7,No
city_30,0.698,nan,No relevent experience,no_enrollment,Graduate,STEM,2,100-500,Public Sector,1,73,Yes
city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,>4,11,Yes
city_21,0.624,nan,Has relevent experience,no_enrollment,Graduate,STEM,2,50-99,Pvt Ltd,nan,10,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,2,16,No
city_77,0.83,Male,Has relevent experience,no_enrollment,Masters,STEM,9,50-99,Pvt Ltd,1,66,No
city_28,0.939,Male,Has relevent experience,no_enrollment,Primary School,nan,10,10000+,Pvt Ltd,never,9,No
